IID	Group	Sex	Date	Population	NumSNPs	k1	k2	k3
HG01797.SG	CDX.SG	F	0	CDX.SG	1145927	0.005816	0.037094	0.957090
HG01798.SG	CDX.SG	F	0	CDX.SG	1142627	0.000010	0.415649	0.584341
HG01799.SG	CDX.SG	F	0	CDX.SG	1144499	0.000010	0.054888	0.945102
HG01800.SG	CDX.SG	F	0	CDX.SG	1144421	0.000010	0.129813	0.870177
HG01801.SG	CDX.SG	F	0	CDX.SG	1144523	0.000010	0.085906	0.914084
HG01802.SG	CDX.SG	F	0	CDX.SG	1143533	0.000010	0.163783	0.836207
HG01804.SG	CDX.SG	F	0	CDX.SG	1138054	0.021003	0.252003	0.726993
HG01805.SG	CDX.SG	F	0	CDX.SG	1142424	0.001431	0.091005	0.907564
HG01806.SG	CDX.SG	F	0	CDX.SG	1142611	0.000010	0.064503	0.935487
HG01807.SG	CDX.SG	F	0	CDX.SG	1145266	0.003992	0.049489	0.946519
HG01808.SG	CDX.SG	F	0	CDX.SG	1139856	0.003201	0.109472	0.887327
HG01809.SG	CDX.SG	F	0	CDX.SG	1140330	0.000010	0.043794	0.956196
HG01810.SG	CDX.SG	M	0	CDX.SG	1142855	0.000010	0.083259	0.916731
HG01811.SG	CDX.SG	M	0	CDX.SG	1144993	0.000010	0.044078	0.955912
HG01812.SG	CDX.SG	F	0	CDX.SG	1143221	0.000010	0.076049	0.923941
HG01813.SG	CDX.SG	F	0	CDX.SG	1144652	0.000875	0.119447	0.879678
HG01815.SG	CDX.SG	F	0	CDX.SG	1143201	0.004246	0.077062	0.918692
HG01816.SG	CDX.SG	M	0	CDX.SG	1138516	0.003246	0.060760	0.935994
HG01817.SG	CDX.SG	F	0	CDX.SG	1143906	0.000010	0.065498	0.934492
HG02151.SG	CDX.SG	F	0	CDX.SG	1143896	0.005465	0.035370	0.959165
HG02152.SG	CDX.SG	F	0	CDX.SG	1097962	0.002008	0.019057	0.978935
HG02153.SG	CDX.SG	F	0	CDX.SG	1100794	0.003031	0.071859	0.925110
HG02154.SG	CDX.SG	F	0	CDX.SG	1124646	0.000010	0.072441	0.927549
HG02155.SG	CDX.SG	F	0	CDX.SG	1123268	0.000010	0.078503	0.921487
HG02156.SG	CDX.SG	F	0	CDX.SG	1112527	0.014456	0.026425	0.959119
HG02164.SG	CDX.SG	F	0	CDX.SG	1111320	0.013345	0.098746	0.887910
HG02165.SG	CDX.SG	F	0	CDX.SG	1111811	0.000010	0.110982	0.889008
HG02166.SG	CDX.SG	F	0	CDX.SG	1116603	0.000010	0.047876	0.952114
HG02178.SG	CDX.SG	F	0	CDX.SG	1116901	0.000010	0.030175	0.969815
HG02179.SG	CDX.SG	F	0	CDX.SG	1116987	0.000010	0.078483	0.921507
HG02180.SG	CDX.SG	F	0	CDX.SG	1119350	0.000010	0.088293	0.911697
HG02181.SG	CDX.SG	F	0	CDX.SG	1131002	0.000010	0.046825	0.953165
HG02182.SG	CDX.SG	F	0	CDX.SG	1114943	0.000010	0.075826	0.924164
HG02184.SG	CDX.SG	F	0	CDX.SG	1110450	0.000010	0.066761	0.933229
HG02185.SG	CDX.SG	F	0	CDX.SG	1124586	0.001422	0.088108	0.910470
HG02186.SG	CDX.SG	F	0	CDX.SG	1126774	0.008054	0.098415	0.893531
HG02187.SG	CDX.SG	F	0	CDX.SG	1102318	0.000010	0.047404	0.952586
HG02188.SG	CDX.SG	F	0	CDX.SG	1082989	0.000010	0.039840	0.960150
HG02190.SG	CDX.SG	F	0	CDX.SG	1127636	0.006188	0.085625	0.908187
HG02250.SG	CDX.SG	M	0	CDX.SG	1145850	0.001266	0.075403	0.923330
HG02351.SG	CDX.SG	M	0	CDX.SG	1136917	0.010812	0.071742	0.917446
HG02353.SG	CDX.SG	M	0	CDX.SG	1144390	0.000010	0.026478	0.973512
HG02355.SG	CDX.SG	M	0	CDX.SG	1139006	0.000010	0.084839	0.915151
HG02356.SG	CDX.SG	M	0	CDX.SG	1145069	0.000010	0.041787	0.958203
HG02360.SG	CDX.SG	M	0	CDX.SG	1145107	0.009653	0.105702	0.884646
HG02363.SG	CDX.SG	M	0	CDX.SG	1144214	0.000010	0.029193	0.970797
HG02364.SG	CDX.SG	M	0	CDX.SG	1141573	0.003937	0.032285	0.963778
HG02367.SG	CDX.SG	M	0	CDX.SG	1142396	0.000010	0.046755	0.953235
HG02371.SG	CDX.SG	M	0	CDX.SG	1137040	0.000010	0.000010	0.999980
HG02372.SG	CDX.SG	M	0	CDX.SG	1117667	0.000010	0.000010	0.999980
HG02373.SG	CDX.SG	M	0	CDX.SG	1145502	0.000010	0.001525	0.998465
HG02374.SG	CDX.SG	M	0	CDX.SG	1144528	0.000010	0.078107	0.921883
HG02375.SG	CDX.SG	M	0	CDX.SG	1144144	0.000010	0.000010	0.999980
HG02377.SG	CDX.SG	M	0	CDX.SG	1139577	0.002081	0.126879	0.871040
HG02379.SG	CDX.SG	M	0	CDX.SG	1145452	0.005781	0.036783	0.957436
HG02380.SG	CDX.SG	M	0	CDX.SG	1144071	0.000010	0.048406	0.951584
HG02381.SG	CDX.SG	M	0	CDX.SG	1144828	0.000010	0.019361	0.980629
HG02382.SG	CDX.SG	M	0	CDX.SG	1142798	0.008679	0.063911	0.927410
HG02383.SG	CDX.SG	M	0	CDX.SG	1145620	0.000649	0.020430	0.978921
HG02384.SG	CDX.SG	M	0	CDX.SG	1142010	0.000010	0.036211	0.963779
HG02385.SG	CDX.SG	M	0	CDX.SG	1124798	0.003766	0.014923	0.981311
HG02386.SG	CDX.SG	M	0	CDX.SG	1142965	0.010579	0.100585	0.888836
HG02387.SG	CDX.SG	M	0	CDX.SG	1137718	0.000010	0.126823	0.873167
HG02388.SG	CDX.SG	M	0	CDX.SG	1145541	0.000010	0.000010	0.999980
HG02389.SG	CDX.SG	M	0	CDX.SG	1138456	0.000010	0.065996	0.933994
HG02390.SG	CDX.SG	M	0	CDX.SG	1144731	0.000010	0.048352	0.951638
HG02391.SG	CDX.SG	M	0	CDX.SG	1143081	0.000010	0.064766	0.935224
HG02392.SG	CDX.SG	M	0	CDX.SG	1144198	0.000010	0.069076	0.930914
HG02394.SG	CDX.SG	M	0	CDX.SG	1141291	0.000638	0.059540	0.939821
HG02395.SG	CDX.SG	M	0	CDX.SG	1141985	0.000010	0.063769	0.936221
HG02396.SG	CDX.SG	M	0	CDX.SG	1138243	0.000010	0.044355	0.955635
HG02397.SG	CDX.SG	M	0	CDX.SG	1120678	0.010940	0.078216	0.910845
HG02398.SG	CDX.SG	M	0	CDX.SG	1146442	0.000010	0.085032	0.914958
HG02399.SG	CDX.SG	M	0	CDX.SG	1140820	0.000010	0.056491	0.943499
HG02401.SG	CDX.SG	M	0	CDX.SG	1141833	0.000797	0.088484	0.910719
HG02402.SG	CDX.SG	M	0	CDX.SG	1139952	0.002852	0.048188	0.948961
HG02406.SG	CDX.SG	M	0	CDX.SG	1144632	0.000875	0.076640	0.922485
HG02407.SG	CDX.SG	M	0	CDX.SG	1141712	0.000010	0.081439	0.918551
HG02408.SG	CDX.SG	M	0	CDX.SG	1147729	0.001508	0.014731	0.983761
HG02409.SG	CDX.SG	M	0	CDX.SG	1142606	0.000010	0.061122	0.938868
HG02410.SG	CDX.SG	M	0	CDX.SG	1149521	0.016359	0.040345	0.943296
NA18525.SG	CHB.SG	F	0	CHB.SG	1148222	0.000010	0.563401	0.436589
NA18526.SG	CHB.SG	F	0	CHB.SG	1144888	0.000010	0.481894	0.518096
NA18528.SG	CHB.SG	F	0	CHB.SG	1145029	0.000010	0.718503	0.281487
NA18530.SG	CHB.SG	M	0	CHB.SG	1011343	0.000010	0.750240	0.249750
NA18531.SG	CHB.SG	F	0	CHB.SG	1144158	0.000010	0.701225	0.298765
NA18532.SG	CHB.SG	F	0	CHB.SG	1146074	0.000010	0.590608	0.409382
NA18533.SG	CHB.SG	F	0	CHB.SG	1143295	0.000010	0.470663	0.529327
NA18534.SG	CHB.SG	M	0	CHB.SG	1033412	0.000010	0.684336	0.315654
NA18535.SG	CHB.SG	F	0	CHB.SG	1123505	0.000010	0.695588	0.304402
NA18536.SG	CHB.SG	M	0	CHB.SG	1146954	0.000010	0.503784	0.496206
NA18537.SG	CHB.SG	F	0	CHB.SG	1006056	0.000010	0.638172	0.361818
NA18538.SG	CHB.SG	F	0	CHB.SG	1122913	0.000010	0.728105	0.271885
NA18539.SG	CHB.SG	F	0	CHB.SG	1031992	0.000010	0.812052	0.187938
NA18541.SG	CHB.SG	F	0	CHB.SG	1121738	0.000010	0.703220	0.296770
NA18542.SG	CHB.SG	F	0	CHB.SG	1146912	0.000010	0.693534	0.306456
NA18543.SG	CHB.SG	M	0	CHB.SG	1147514	0.000010	0.436690	0.563300
NA18544.SG	CHB.SG	M	0	CHB.SG	1139821	0.000010	0.692530	0.307460
NA18545.SG	CHB.SG	F	0	CHB.SG	1120660	0.000010	0.465141	0.534849
NA18546.SG	CHB.SG	M	0	CHB.SG	1146398	0.000010	0.709589	0.290401
NA18547.SG	CHB.SG	F	0	CHB.SG	1143253	0.000010	0.689316	0.310674
NA18548.SG	CHB.SG	M	0	CHB.SG	1135652	0.000010	0.697730	0.302260
NA18549.SG	CHB.SG	M	0	CHB.SG	1143553	0.000010	0.488787	0.511203
NA18550.SG	CHB.SG	F	0	CHB.SG	1139607	0.000010	0.299738	0.700252
NA18552.SG	CHB.SG	F	0	CHB.SG	1132923	0.000010	0.560291	0.439699
NA18553.SG	CHB.SG	F	0	CHB.SG	1135099	0.000690	0.692692	0.306618
NA18555.SG	CHB.SG	F	0	CHB.SG	1136619	0.000862	0.527191	0.471946
NA18557.SG	CHB.SG	M	0	CHB.SG	1144059	0.003771	0.727629	0.268600
NA18558.SG	CHB.SG	M	0	CHB.SG	1145805	0.000010	0.697929	0.302061
NA18559.SG	CHB.SG	M	0	CHB.SG	1138716	0.000010	0.605223	0.394767
NA18560.SG	CHB.SG	F	0	CHB.SG	1121960	0.000010	0.499973	0.500017
NA18561.SG	CHB.SG	M	0	CHB.SG	1136111	0.000010	0.687483	0.312507
NA18562.SG	CHB.SG	M	0	CHB.SG	1130815	0.000010	0.694868	0.305122
NA18563.SG	CHB.SG	M	0	CHB.SG	1142175	0.000010	0.738486	0.261504
NA18564.SG	CHB.SG	F	0	CHB.SG	1147747	0.000010	0.712185	0.287805
NA18565.SG	CHB.SG	F	0	CHB.SG	1119597	0.000010	0.473298	0.526692
NA18566.SG	CHB.SG	F	0	CHB.SG	1138945	0.000010	0.704229	0.295761
NA18567.SG	CHB.SG	F	0	CHB.SG	1128313	0.000010	0.696592	0.303398
NA18570.SG	CHB.SG	F	0	CHB.SG	1144974	0.000010	0.511580	0.488410
NA18571.SG	CHB.SG	F	0	CHB.SG	1134062	0.000966	0.464430	0.534604
NA18572.SG	CHB.SG	M	0	CHB.SG	1042709	0.000010	0.741037	0.258953
NA18573.SG	CHB.SG	F	0	CHB.SG	1143727	0.000010	0.481625	0.518365
NA18574.SG	CHB.SG	F	0	CHB.SG	1095008	0.000010	0.777690	0.222300
NA18577.SG	CHB.SG	F	0	CHB.SG	1147633	0.000010	0.611055	0.388935
NA18579.SG	CHB.SG	F	0	CHB.SG	1147080	0.000010	0.688827	0.311163
NA18582.SG	CHB.SG	F	0	CHB.SG	1145693	0.000010	0.491676	0.508314
NA18591.SG	CHB.SG	F	0	CHB.SG	1131195	0.000010	0.494928	0.505062
NA18592.SG	CHB.SG	F	0	CHB.SG	1143452	0.000010	0.687775	0.312215
NA18593.SG	CHB.SG	F	0	CHB.SG	1143736	0.000010	0.640567	0.359423
NA18595.SG	CHB.SG	F	0	CHB.SG	1146286	0.000010	0.710821	0.289169
NA18596.SG	CHB.SG	F	0	CHB.SG	1144895	0.000010	0.715902	0.284088
NA18597.SG	CHB.SG	F	0	CHB.SG	1146689	0.000010	0.679365	0.320625
NA18599.SG	CHB.SG	F	0	CHB.SG	1147106	0.000010	0.715986	0.284004
NA18602.SG	CHB.SG	F	0	CHB.SG	1008565	0.000010	0.720173	0.279817
NA18603.SG	CHB.SG	M	0	CHB.SG	1148347	0.000010	0.543173	0.456817
NA18605.SG	CHB.SG	M	0	CHB.SG	1147208	0.000010	0.679863	0.320127
NA18606.SG	CHB.SG	M	0	CHB.SG	1145580	0.000010	0.459575	0.540415
NA18608.SG	CHB.SG	M	0	CHB.SG	1147166	0.000010	0.710389	0.289601
NA18609.SG	CHB.SG	M	0	CHB.SG	994779	0.000010	0.692551	0.307439
NA18610.SG	CHB.SG	F	0	CHB.SG	1136964	0.000010	0.649578	0.350412
NA18611.SG	CHB.SG	M	0	CHB.SG	1067390	0.000010	0.763528	0.236462
NA18612.SG	CHB.SG	M	0	CHB.SG	1144878	0.002148	0.722369	0.275482
NA18613.SG	CHB.SG	M	0	CHB.SG	983074	0.000010	0.728279	0.271711
NA18614.SG	CHB.SG	F	0	CHB.SG	1147603	0.000010	0.617905	0.382085
NA18615.SG	CHB.SG	F	0	CHB.SG	1073318	0.000010	0.805387	0.194603
NA18616.SG	CHB.SG	F	0	CHB.SG	1113693	0.000010	0.593360	0.406630
NA18617.SG	CHB.SG	F	0	CHB.SG	1131791	0.000010	0.556923	0.443067
NA18618.SG	CHB.SG	F	0	CHB.SG	981456	0.000010	0.769252	0.230738
NA18619.SG	CHB.SG	F	0	CHB.SG	1030601	0.000010	0.745134	0.254856
NA18620.SG	CHB.SG	M	0	CHB.SG	1133556	0.000010	0.715889	0.284101
NA18621.SG	CHB.SG	M	0	CHB.SG	1144546	0.000010	0.735441	0.264549
NA18622.SG	CHB.SG	M	0	CHB.SG	1148531	0.000010	0.608031	0.391959
NA18623.SG	CHB.SG	M	0	CHB.SG	1149232	0.000593	0.714081	0.285326
NA18624.SG	CHB.SG	M	0	CHB.SG	1147293	0.000010	0.712354	0.287636
NA18625.SG	CHB.SG	F	0	CHB.SG	1136557	0.000010	0.653201	0.346789
NA18626.SG	CHB.SG	F	0	CHB.SG	1148432	0.002629	0.688653	0.308718
NA18627.SG	CHB.SG	F	0	CHB.SG	1147428	0.000010	0.483753	0.516237
NA18628.SG	CHB.SG	F	0	CHB.SG	1113218	0.000010	0.386872	0.613118
NA18629.SG	CHB.SG	M	0	CHB.SG	1131030	0.000010	0.559963	0.440027
NA18630.SG	CHB.SG	F	0	CHB.SG	958116	0.000010	0.517710	0.482280
NA18631.SG	CHB.SG	F	0	CHB.SG	1037470	0.000010	0.695636	0.304354
NA18632.SG	CHB.SG	M	0	CHB.SG	1147248	0.000010	0.503431	0.496559
NA18633.SG	CHB.SG	M	0	CHB.SG	1147331	0.000010	0.639830	0.360160
NA18634.SG	CHB.SG	F	0	CHB.SG	1097682	0.000010	0.544155	0.455835
NA18635.SG	CHB.SG	M	0	CHB.SG	1139485	0.000010	0.736993	0.262997
NA18636.SG	CHB.SG	M	0	CHB.SG	1147952	0.000010	0.408791	0.591199
NA18637.SG	CHB.SG	M	0	CHB.SG	1147222	0.000010	0.542348	0.457642
NA18638.SG	CHB.SG	M	0	CHB.SG	1145715	0.000010	0.526381	0.473609
NA18639.SG	CHB.SG	M	0	CHB.SG	1107869	0.000010	0.448664	0.551326
NA18640.SG	CHB.SG	F	0	CHB.SG	1143333	0.000010	0.664990	0.335000
NA18641.SG	CHB.SG	F	0	CHB.SG	1146452	0.000010	0.624290	0.375700
NA18642.SG	CHB.SG	F	0	CHB.SG	1102045	0.000010	0.684990	0.315000
NA18643.SG	CHB.SG	M	0	CHB.SG	1126787	0.000010	0.687660	0.312330
NA18644.SG	CHB.SG	F	0	CHB.SG	1113440	0.000010	0.547786	0.452204
NA18645.SG	CHB.SG	M	0	CHB.SG	1135983	0.000010	0.528866	0.471124
NA18646.SG	CHB.SG	F	0	CHB.SG	1133478	0.000010	0.690233	0.309757
NA18647.SG	CHB.SG	M	0	CHB.SG	1146192	0.001974	0.682704	0.315322
NA18648.SG	CHB.SG	M	0	CHB.SG	1110787	0.000010	0.677141	0.322849
NA18740.SG	CHB.SG	M	0	CHB.SG	1146443	0.000010	0.386183	0.613807
NA18745.SG	CHB.SG	M	0	CHB.SG	1119101	0.000010	0.686461	0.313529
NA18747.SG	CHB.SG	M	0	CHB.SG	1139897	0.000010	0.537308	0.462682
NA18748.SG	CHB.SG	M	0	CHB.SG	1136084	0.000010	0.510188	0.489802
NA18749.SG	CHB.SG	M	0	CHB.SG	1145406	0.000010	0.683613	0.316377
NA18757.SG	CHB.SG	M	0	CHB.SG	1131398	0.000010	0.692599	0.307391
NE45_noUDG	GROUP1	M	9241	China_AmurRiver_EarlyN	109162	0.056971	0.815243	0.127786
NE1_noUDG	GROUP1	F	12650	China_AmurRiver_LPaleolithic	73261	0.131182	0.802191	0.066628
NE34_noUDG	GROUP1	M	14521	China_AmurRiver_LPaleolithic	502532	0.127045	0.762889	0.110065
NE5_noUDG	GROUP1	M	14174	China_AmurRiver_LPaleolithic	454824	0.102829	0.829003	0.068168
NE56_noUDG	GROUP1	M	19427	China_AmurRiver_LPaleolithic	685365	0.135247	0.556106	0.308646
NE36_noUDG	GROUP1	U	10673	China_AmurRiver_Mesolithic_lc	7026	0.082739	0.917251	0.000010
NE57	GROUP1	M	11026	China_AmurRiver_Mesolithic_lc	9729	0.104470	0.580598	0.314932
NE16_noUDG	GROUP1	F	8564	China_AmurRiver_N	177431	0.099215	0.900775	0.000010
NE19_noUDG	GROUP1	M	7039	China_AmurRiver_N	532737	0.094031	0.864600	0.041369
NE2_noUDG	GROUP1	M	6321	China_AmurRiver_N	287639	0.109336	0.856838	0.033827
NE22_noUDG	GROUP1	M	6838	China_AmurRiver_N	147392	0.094246	0.864791	0.040963
NE29_noUDG	GROUP1	F	6877	China_AmurRiver_N	561435	0.088634	0.904051	0.007315
NE39_noUDG	GROUP1	M	8196	China_AmurRiver_N	510532	0.071927	0.877225	0.050848
NE49_noUDG	GROUP1	F	8368	China_AmurRiver_N	156282	0.091302	0.899326	0.009372
NE58	GROUP1	M	7308	China_AmurRiver_N	29523	0.087976	0.778825	0.133199
NE9_noUDG	GROUP1	F	6331	China_AmurRiver_N	594883	0.106719	0.870193	0.023088
MZGM10-1_noUDG	GROUP1	M	5250	China_Miaozigou_MN	199184	0.014197	0.781122	0.204681
MZGM16_noUDG	GROUP1	M	5250	China_Miaozigou_MN	74830	0.009221	0.815630	0.175149
MZGM25-2_noUDG	GROUP1	F	5250	China_Miaozigou_MN	43862	0.028280	0.819427	0.152293
Bianbian_noUDG	GROUP1	M	9709	China_NEastAsia_Coastal_EN	632956	0.058735	0.735898	0.205367
BS	GROUP1	M	9125	China_NEastAsia_Coastal_EN	999618	0.047439	0.827931	0.124630
XJS1309_M4_noUDG	GROUP1	M	7827	China_NEastAsia_Coastal_EN	324644	0.089291	0.788290	0.122419
XJS1311_M16_noUDG	GROUP1	F	7850	China_NEastAsia_Coastal_EN	327720	0.109418	0.732308	0.158274
Xiaogao_noUDG	GROUP1	F	7827	China_NEastAsia_Coastal_EN_o	875108	0.119171	0.780010	0.100819
XJS1309_M7_noUDG	GROUP1	F	7814	China_NEastAsia_Coastal_EN_o_1d.rel.XJS1309_M4	155055	0.076288	0.820027	0.103686
Qihe2_noUDG_d	GROUP2	F	8392	China_SEastAsia_Coastal_EN	257352	0.190890	0.000010	0.809100
L5700_noUDG	GROUP2	F	4477	China_SEastAsia_Coastal_LN	243839	0.119672	0.011742	0.868586
L5701_noUDG_d	GROUP2	M	4325	China_SEastAsia_Coastal_LN	32031	0.125243	0.008127	0.866630
L5704_noUDG_d	GROUP2	M	4505	China_SEastAsia_Coastal_LN	31912	0.136940	0.000010	0.863050
L5705_noUDG	GROUP2	F	4333	China_SEastAsia_Coastal_LN	360919	0.133666	0.000010	0.866324
L5706_noUDG_d	GROUP2	M	4459	China_SEastAsia_Coastal_LN	31736	0.127102	0.000010	0.872888
L7415_noUDG	GROUP2	M	4333	China_SEastAsia_Coastal_LN	261751	0.129075	0.000010	0.870915
L7417_noUDG_d	GROUP2	F	4472	China_SEastAsia_Coastal_LN	95708	0.136638	0.000010	0.863352
L5692_noUDG_d	GROUP2	M	4477	China_SEastAsia_Coastal_LN_lc	10476	0.074774	0.000010	0.925216
L5696_noUDG_d	GROUP2	M	4350	China_SEastAsia_Coastal_LN_lc	13340	0.151076	0.004357	0.844567
L5698_noUDG_d	GROUP2	F	4287	China_SEastAsia_Coastal_LN_lc	13988	0.071720	0.000010	0.928270
L5703_noUDG_d	GROUP2	M	4571	China_SEastAsia_Coastal_LN_lc	12161	0.172991	0.000010	0.826999
LD1	GROUP2	M	8190	China_SEastAsia_Island_EN	830585	0.129355	0.027775	0.842870
LD2	GROUP2	F	7575	China_SEastAsia_Island_EN	743701	0.126730	0.000010	0.873260
SuogangB1_noUDG_d	GROUP2	M	4550	China_SEastAsia_Island_LN	32881	0.120221	0.000010	0.879769
SuogangB3_noUDG_d	GROUP2	M	4550	China_SEastAsia_Island_LN	19753	0.135892	0.000010	0.864098
SM-SGDLM27_noUDG	GROUP1	M	4050	China_Shimao_LN	889593	0.018243	0.753404	0.228353
SM-SGDLM6_noUDG	GROUP1	M	4589	China_Shimao_LN	1069589	0.019481	0.805301	0.175218
SM-SGDLM7X_noUDG	GROUP1	F	4050	China_Shimao_LN	17610	0.035510	0.731672	0.232817
DCZM17IV_noUDG	GROUP1	F	1850	China_Upper_YR_IA	467346	0.000268	0.619093	0.380640
DCZ-M21II_noUDG	GROUP1	M	1763	China_Upper_YR_IA	583643	0.019877	0.707034	0.273089
DCZ-M22IV_noUDG	GROUP1	F	1850	China_Upper_YR_IA	840330	0.022976	0.699932	0.277092
JCKM1-1_noUDG	GROUP1	M	4296	China_Upper_YR_LN	578345	0.019087	0.814354	0.166559
LJM2_noUDG	GROUP1	F	3900	China_Upper_YR_LN	593748	0.029590	0.791816	0.178594
LJM3_noUDG	GROUP1	M	4479	China_Upper_YR_LN	790176	0.015541	0.840628	0.143832
LJM4_noUDG	GROUP1	F	3900	China_Upper_YR_LN	26885	0.010039	0.715745	0.274216
LJM5_noUDG	GROUP1	M	3900	China_Upper_YR_LN_father.or.son.LJM3	567369	0.019526	0.828050	0.152424
LJM14_noUDG	GROUP1	M	3900	China_Upper_YR_LN_o	665999	0.053756	0.773932	0.172311
LJM25_noUDG	GROUP1	M	3900	China_Upper_YR_LN_o	41385	0.000010	0.780516	0.219474
91KLH11_noUDG	GROUP1	F	2650	China_WLR_BA	304491	0.048477	0.660347	0.291176
91KLH18_noUDG	GROUP1	M	2812	China_WLR_BA	335516	0.012880	0.761254	0.225866
EDM139_noUDG	GROUP1	F	3750	China_WLR_LN	414304	0.036226	0.626101	0.337673
EDM176_noUDG	GROUP1	M	3750	China_WLR_LN	788257	0.029914	0.721746	0.248340
EDM124_noUDG	GROUP1	M	3544	China_WLR_LN_o	135182	0.023502	0.691960	0.284538
BLSM27S_noUDG	GROUP1	F	5250	China_WLR_MN	1103573	0.060651	0.922560	0.016789
BLSM41_noUDG	GROUP1	M	5250	China_WLR_MN	35128	0.063937	0.911405	0.024658
BLSM45_noUDG	GROUP1	F	5162	China_WLR_MN_o	691505	0.041215	0.825214	0.133570
S95_noUDG.EC	GROUP1	M	5050	China_Wuzhuangguoliang_LN_1d.rel.S97.EC	21891	0.000010	0.850289	0.149701
18R21265_noUDG.EC	GROUP1	M	5050	China_Wuzhuangguoliang_LN_lc.EC	10765	0.000010	0.880743	0.119247
S91_noUDG.EC	GROUP1	F	5050	China_Wuzhuangguoliang_LN_lc.EC	13853	0.053689	0.732733	0.213578
S94_noUDG.EC	GROUP1	F	5050	China_Wuzhuangguoliang_LN_lc.EC	7577	0.037671	0.714636	0.247693
S96_noUDG.EC	GROUP1	F	5050	China_Wuzhuangguoliang_LN_lc.EC	7168	0.131792	0.868198	0.000010
S120_noUDG.EC	GROUP1	M	5050	China_Wuzhuangguoliang_LN_o_lc.EC	12931	0.056404	0.729255	0.214341
18R21262_noUDG.EC	GROUP1	F	5050	China_Wuzhuangguoliang_LN.EC	25884	0.067704	0.838301	0.093995
18R21266_noUDG.EC	GROUP1	F	4785	China_Wuzhuangguoliang_LN.EC	40692	0.022458	0.827196	0.150346
S118_noUDG.EC	GROUP1	F	5050	China_Wuzhuangguoliang_LN.EC	15792	0.045234	0.700155	0.254610
S123_noUDG.EC	GROUP1	F	5050	China_Wuzhuangguoliang_LN.EC	35326	0.053853	0.722089	0.224057
S97_noUDG.EC	GROUP1	M	5050	China_Wuzhuangguoliang_LN.EC	31238	0.019828	0.816679	0.163493
HJTM115_noUDG	GROUP1	F	2225	China_YR_LBIA	835947	0.024749	0.612139	0.363113
JXNTM2_noUDG	GROUP1	M	3250	China_YR_LBIA	822949	0.008320	0.681452	0.310227
JXNTM23_noUDG	GROUP1	F	3332	China_YR_LBIA	722024	0.024485	0.679066	0.296449
LGM41_noUDG	GROUP1	M	2100	China_YR_LBIA	741410	0.024402	0.664049	0.311549
LGM79_noUDG	GROUP1	F	2250	China_YR_LBIA	782279	0.023424	0.652387	0.324189
HJTW13_noUDG	GROUP1	M	2131	China_YR_LBIA_o	24841	0.023403	0.629787	0.346809
HJTM107_noUDG	GROUP1	M	3993	China_YR_LN	590453	0.030185	0.645711	0.324104
HJTM109_noUDG	GROUP1	M	3908	China_YR_LN	451702	0.022683	0.599389	0.377928
PLTM310_noUDG	GROUP1	F	4088	China_YR_LN	919440	0.036687	0.644131	0.319182
PLTM311_noUDG	GROUP1	M	4049	China_YR_LN	1019135	0.027614	0.672333	0.300053
PLTM313_noUDG	GROUP1	F	3934	China_YR_LN	1044572	0.028013	0.672090	0.299897
WD-WT1H16_noUDG	GROUP1	M	4536	China_YR_LN	1116390	0.019531	0.716620	0.263848
